Response ID,Response Status,Country Code,Region,With which gender do you identify? ,What is your age? ,What is your marital status? ,What is your race? ,What is your education level? ,In which City/County within the Roanoke Metropolitan Area do you live? ,,In which City/County within the Roanoke Metropolitan Area do you work? ,,What is the age of the firm/company/association you work in?,What is your (firm/company/association)' s size? (# number of employees or workers),If you commute to work how far is your work from your homeplace? ,Are you the owner or renter of your house? ,How many people in your household have jobs?,How many people currently live in your household?,What is your expected/desired family size in the future including yourself and any dependents?,What is your monthly earning? ,What is your industry sector?,What is your job title?,How many hours do you typically work per week at your current job?,How do you typically work in your current job? ,What is the level of importance of physical interactions with a team in order to perform your current job?,Regardless of your current working style (Remote or in-person) have you heard about anyone who works in the same profession as you but remotely no matter where?,Regardless of your current working style (Remote or in-person) have you come across any news or information sources indicating that your profession might be shifted either partially or completely towards remote work in the future?,On a scale of 1-5 please rate your agreement with the following statement: 'During the COVID-19 pandemic working from home using technological advancements in communication (e.g. Zoom Skype Teams) was efficient in performing my job tasks.',How do you usually transport to your workplace?,,,,,,Regardless of your current working style what is the future work style do you prefer? ,If you work in-person (commute to work) how would you rank your preferred living area within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)? ,,,,If you work remotely how would you rank your preferred areas to live within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)?,,,,In the past ten years how many times have you relocated your living place?,If you currently work in person in an urban area and live close to your workplace but your job is shifting to a partially remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,If you currently work in person in an urban area and live close to your workplace but your job is shifting completely remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,Your colleagues/friends have shifted to remote work and moved from an urban area to a suburban or rural area. Would you be able to consider a move to a rural area if you also have the option to work remotely like them?,Proximity to my workplace,Proximity to Centeral Business Area (CBD),Closest to amenities,Close to schools,Close to roads (Accessible),Close to transportation means,The sense of community (Belongingness),safety (less crime rate),Affordability for housing and living costs ,civilized and city lifestyle,rural and suburbia lifestyle,more spacious living space  & large lot size,Career growth opportunity
104607846,Completed,US,NY,2,2,5,6,1,6,"WEAVER, Alabama (36277)",7,"FRANKLIN, Virginia (23851)",4,3,9,1,2,1,1,3,12,Teacher,1,2,3,5,3,5,,,,,,1,1,1,2,3,4,3,2,4,1,5,2,1,1,5,4,5,3,5,5,3,3,4,3,5,5,4
104607858,Completed,US,NY,1,5,5,7,6,2,"EATON, Ohio (45320)",2,"EATON, Ohio (45320)",1,5,19,1,2,4,4,3,,,,,4,3,3,4,,,,1,,,1,1,4,3,2,3,2,1,4,3,1,1,1,4,4,4,3,4,4,3,5,4,4,4,3,4
104607859,Completed,US,NY,1,4,2,8,8,1,"RAINELLE, West Virginia (25962)",6,"EATON, Ohio (45320)",1,4,17,1,3,4,1,3,2,Engineer,3,2,5,2,3,4,,,,1,,,1,3,4,2,1,4,1,3,2,5,2,1,1,3,3,5,5,3,5,4,4,4,3,5,3,3
104607861,Completed,US,NY,2,6,6,7,2,6,"EATON, Ohio (45320)",4,"WEAVER, Alabama (36277)",4,2,30,1,2,2,3,1,,,,,4,2,3,4,,,,,,1,1,2,3,1,4,1,3,4,2,5,2,3,1,4,5,3,3,3,5,4,5,4,3,4,5,5
104607862,Completed,US,NY,2,4,3,1,2,4,"ETHRIDGE, Tennessee (38456)",7,"EATON, Ohio (45320)",3,5,12,1,2,5,2,4,5,Architect,1,2,5,3,3,4,,,,,,1,1,3,1,4,2,4,2,3,1,5,3,2,1,3,5,3,5,4,3,4,4,5,4,5,3,3
104607864,Completed,US,NY,2,5,3,4,2,4,"LISMAN, Alabama (36912)",1,"WEAVER, Alabama (36277)",2,4,17,1,3,1,3,4,,,,,3,5,3,3,,1,,,,,1,3,1,2,4,1,4,2,3,5,1,3,1,5,3,4,4,3,3,5,4,5,3,3,3,3
104607865,Completed,US,NY,2,2,6,4,7,3,"MOUNTAIN HOME, Arkansas (72653)",1,"KENNEDY, Alabama (35574)",1,1,11,1,1,5,3,3,,,,,5,2,3,3,,,,,,1,1,3,4,2,1,2,1,3,4,5,1,3,1,5,5,5,4,3,4,5,4,4,4,3,5,5
104607866,Completed,US,NY,2,6,3,2,7,1,"YORK, Alabama (36925)",5,"RAINELLE, West Virginia (25962)",4,3,8,1,3,1,3,1,,,,,5,6,3,5,,,1,,,,1,3,4,2,1,3,2,1,4,4,3,3,1,4,4,3,4,3,5,4,4,3,5,4,4,4
104607867,Completed,US,NY,1,6,1,1,1,3,"KENNEDY, Alabama (35574)",2,"RAINELLE, West Virginia (25962)",1,3,18,1,3,4,3,4,9,Architect,2,2,5,2,3,3,,,,,1,,1,1,4,2,3,1,2,3,4,4,3,1,1,5,5,4,4,4,3,3,5,3,4,5,4,5
104607869,Completed,US,NY,1,6,6,8,8,3,"MOUNTAIN HOME, Arkansas (72653)",7,"WEAVER, Alabama (36277)",2,4,20,1,2,2,2,3,9,Marketing Manager,4,2,,,,,,,,,,,1,3,2,4,1,4,1,2,3,5,2,3,1,5,3,3,3,5,3,3,3,5,4,5,5,3
104607870,Completed,US,NY,1,2,6,7,2,4,"KENNEDY, Alabama (35574)",4,"RAINELLE, West Virginia (25962)",2,2,19,1,2,2,4,3,,,,,5,6,3,3,,,,,1,,1,3,2,4,1,4,1,3,2,4,2,2,1,3,4,5,5,3,4,5,3,5,3,3,4,3
104607872,Completed,US,NY,1,7,3,3,6,3,"KENNEDY, Alabama (35574)",7,"MOUNTAIN HOME, Arkansas (72653)",5,3,13,1,3,4,5,3,,,,,4,1,3,5,1,,,,,,1,2,3,1,4,3,2,4,1,5,2,2,1,4,4,4,3,3,4,4,4,5,3,4,3,5
104607873,Completed,US,NJ,2,3,3,3,2,1,"ASHLAND, Alabama (36251)",2,"WEAVER, Alabama (36277)",2,3,19,1,2,5,3,1,,,,,4,1,3,3,,,,1,,,1,1,3,2,4,2,3,4,1,3,3,3,1,4,4,3,3,4,5,4,4,4,5,4,5,4
104607875,Completed,US,NJ,1,4,6,8,1,6,"LISMAN, Alabama (36912)",5,"ETHRIDGE, Tennessee (38456)",4,5,19,1,3,3,1,2,9,Marketing Manager,4,2,4,6,3,3,,,,,1,,1,1,3,2,4,2,4,3,1,3,2,2,1,4,4,3,5,3,3,4,4,3,5,3,5,3
104607876,Completed,US,NY,1,6,5,4,6,6,"EATON, Ohio (45320)",2,"MOUNTAIN HOME, Arkansas (72653)",1,4,25,1,3,4,1,4,6,Dentist,3,2,3,2,3,4,1,,,,,,1,2,1,3,4,1,2,3,4,3,3,2,1,4,3,4,3,5,4,5,5,4,5,4,4,5
104607878,Completed,US,NY,1,7,1,2,5,4,"EATON, Ohio (45320)",6,"EATON, Ohio (45320)",4,3,15,1,3,2,2,4,1,Veterinarian.,3,2,5,1,3,3,,,,,,1,1,1,2,3,4,3,2,1,4,3,2,3,1,4,5,5,4,3,3,3,4,3,3,4,3,4
104607880,Completed,US,NY,1,6,3,5,4,3,"EATON, Ohio (45320)",7,"ETHRIDGE, Tennessee (38456)",2,4,14,1,3,3,3,2,16,Software Developer,2,2,3,5,3,3,,1,,,,,1,2,3,1,4,4,3,2,1,4,3,3,1,4,5,4,4,3,5,4,5,5,3,5,5,5
104607882,Completed,US,CA,2,2,1,5,8,6,"ASHLAND, Alabama (36251)",5,"YORK, Alabama (36925)",4,2,9,1,2,3,4,1,,,,,3,4,3,4,1,,,,,,1,4,1,2,3,4,2,1,3,3,2,1,1,4,4,3,5,5,5,3,4,5,4,5,3,3
104607884,Completed,US,NY,1,5,5,1,6,1,"EATON, Ohio (45320)",1,"ASHLAND, Alabama (36251)",5,1,30,1,2,4,4,4,,,,,3,4,3,4,,,1,,,,1,3,1,2,4,1,3,2,4,5,2,1,1,3,4,3,4,5,3,5,3,5,3,4,4,3
104607885,Completed,US,NY,2,3,4,6,4,4,"YORK, Alabama (36925)",1,"MOUNTAIN HOME, Arkansas (72653)",5,5,9,1,3,4,4,1,4,Attorney,4,2,5,5,3,5,,,1,,,,1,3,4,1,2,4,2,3,1,5,2,3,1,3,5,3,3,4,4,5,4,3,4,3,5,3
104607888,Completed,US,CA,2,4,2,1,6,6,"MCCAMMON, Idaho (83250)",4,"MCCAMMON, Idaho (83250)",4,2,14,1,3,4,4,2,9,administration,3,3,3,2,2,4,1,,1,,,,4,2,1,3,4,2,1,3,4,4,1,2,2,3,3,3,1,2,2,3,5,3,4,2,3,4
104607916,Completed,US,NY,2,5,1,5,2,2,"RAINELLE, West Virginia (25962)",7,"LISMAN, Alabama (36912)",5,4,10,1,2,2,3,3,,,,,3,5,3,3,,,,1,,,1,3,1,2,4,4,3,1,2,5,3,1,1,3,3,3,3,3,4,4,5,4,3,5,4,3
104607919,Completed,US,NY,1,7,4,5,4,3,"FRANKLIN, Virginia (23851)",3,"FRANKLIN, Virginia (23851)",5,5,12,1,2,1,1,3,,,,,4,5,3,5,1,,,,,,1,1,4,2,3,3,1,4,2,5,2,2,1,4,4,5,3,4,4,4,3,4,4,5,5,3
104607920,Completed,US,NY,2,4,2,7,4,2,"ETHRIDGE, Tennessee (38456)",2,"MOUNTAIN HOME, Arkansas (72653)",1,3,10,1,1,5,4,2,15,Nurse,1,2,3,4,3,4,,1,,,,,1,1,3,2,4,1,4,3,2,5,1,1,1,5,3,5,3,4,4,3,5,3,3,5,3,3
104607922,Completed,US,NY,1,7,6,6,6,4,"EATON, Ohio (45320)",2,"RAINELLE, West Virginia (25962)",1,2,30,1,3,1,3,4,,,,,4,2,3,5,,,,1,,,1,2,4,3,1,3,4,1,2,5,3,2,1,4,4,4,4,3,4,3,3,3,4,3,3,5
104607924,Completed,US,NY,1,6,3,1,1,1,"LISMAN, Alabama (36912)",4,"KENNEDY, Alabama (35574)",1,5,13,1,1,1,1,2,,,,,4,2,3,3,,1,,,,,1,2,3,1,4,1,2,4,3,5,3,3,1,4,3,4,4,4,3,5,5,5,4,4,4,5
104607925,Completed,US,NY,2,3,2,4,4,6,"RAINELLE, West Virginia (25962)",6,"YORK, Alabama (36925)",2,4,16,1,1,2,4,4,,,,,3,1,3,3,,,1,,,,1,4,3,1,2,4,2,3,1,4,1,3,1,4,3,3,4,4,3,4,5,3,5,3,3,5
104607926,Completed,US,NJ,1,7,5,4,2,4,"FRANKLIN, Virginia (23851)",4,"WEAVER, Alabama (36277)",2,5,12,1,3,3,2,3,,,,,3,5,3,5,1,,,,,,1,1,2,3,4,2,3,4,1,4,1,3,1,3,5,5,3,3,5,3,4,4,4,3,4,4
104607927,Completed,US,NY,1,6,2,2,3,6,"ETHRIDGE, Tennessee (38456)",1,"FRANKLIN, Virginia (23851)",3,1,25,1,3,1,4,4,,,,,3,1,3,5,,,,,,1,1,1,2,4,3,1,3,4,2,4,2,1,1,5,5,3,5,3,4,3,4,5,5,3,4,4
104607928,Completed,US,NY,1,4,2,1,6,6,"FRANKLIN, Virginia (23851)",5,"EATON, Ohio (45320)",4,2,30,1,2,1,4,2,,,,,5,2,3,4,,,,,1,,1,3,2,1,4,1,2,3,4,3,3,3,1,3,5,4,3,3,3,3,4,4,3,5,3,3
104607929,Completed,US,NY,2,7,3,8,5,5,"MOUNTAIN HOME, Arkansas (72653)",2,"ETHRIDGE, Tennessee (38456)",5,2,20,1,1,5,4,3,,,,,4,6,3,5,,,1,,,,1,1,4,3,2,4,2,3,1,5,2,3,1,4,4,4,4,3,4,4,4,5,3,5,5,3
104607930,Completed,US,NY,2,6,6,1,2,1,"FRANKLIN, Virginia (23851)",7,"LISMAN, Alabama (36912)",2,1,30,1,1,3,4,2,,,,,5,4,3,3,,1,,,,,1,2,1,3,4,2,4,3,1,4,3,2,1,4,4,5,5,5,5,3,3,4,4,3,3,5
104607931,Completed,US,NJ,1,5,5,6,5,2,"FRANKLIN, Virginia (23851)",3,"WEAVER, Alabama (36277)",4,3,8,1,1,5,1,4,,,,,3,2,3,4,,,,1,,,1,2,3,4,1,1,2,4,3,5,1,3,1,5,3,3,3,3,5,4,4,5,3,4,5,5
104607932,Completed,US,NY,2,4,1,1,2,5,"ETHRIDGE, Tennessee (38456)",5,"FRANKLIN, Virginia (23851)",4,2,30,1,3,4,1,4,,,,,3,2,3,3,,,,1,,,1,4,2,1,3,3,4,2,1,3,3,3,1,5,3,4,4,4,3,4,4,4,3,4,5,3
104607933,Completed,US,NY,1,3,1,7,4,4,"EATON, Ohio (45320)",2,"EATON, Ohio (45320)",3,5,12,1,2,5,3,1,,,,,3,5,3,4,1,,,,,,1,2,4,3,1,1,4,2,3,5,3,2,1,3,4,3,3,3,5,5,5,5,3,3,5,5
104607935,Completed,US,NY,2,4,6,3,5,5,"KENNEDY, Alabama (35574)",7,"ETHRIDGE, Tennessee (38456)",4,3,9,1,1,4,2,3,14,Accountant,1,2,4,3,3,5,,1,,,,,1,2,4,3,1,2,3,1,4,3,2,1,1,4,4,3,3,5,3,4,5,5,4,5,4,3
104607936,Completed,US,NY,1,5,5,5,7,4,"ASHLAND, Alabama (36251)",7,"LISMAN, Alabama (36912)",2,2,18,1,2,2,5,2,13,Physician/Doctor,4,2,3,3,3,3,,,,,1,,1,1,2,4,3,2,4,1,3,5,1,2,1,5,4,3,4,4,5,5,5,3,3,5,5,4
104607937,Completed,US,NY,2,1,6,2,4,2,"LISMAN, Alabama (36912)",2,"WEAVER, Alabama (36277)",1,4,10,1,1,4,5,3,,,,,4,6,3,3,,1,,,,,1,3,2,4,1,4,3,1,2,5,2,3,1,5,4,3,4,4,4,4,5,4,5,4,5,3
104607938,Completed,US,NY,2,7,1,7,6,2,"ETHRIDGE, Tennessee (38456)",7,"EATON, Ohio (45320)",2,3,10,1,2,5,5,4,19,Writer/Journalist,2,2,3,4,3,4,,,,1,,,1,4,2,1,3,3,1,2,4,3,1,3,1,4,5,4,3,4,3,5,4,4,5,5,5,4
104607939,Completed,US,NY,1,1,2,3,6,2,"MOUNTAIN HOME, Arkansas (72653)",7,"ASHLAND, Alabama (36251)",1,5,15,1,2,4,1,1,,,,,3,3,3,3,,,,,1,,1,2,4,3,1,3,1,2,4,5,1,3,1,5,4,5,4,4,5,5,3,3,3,5,4,3
104607942,Completed,US,NY,,,,,,,,,,,,,,,,,,15,Engineer,3,2,3,2,3,3,,1,,,,,1,1,3,2,4,2,1,4,3,4,2,2,1,5,5,3,5,4,3,5,5,4,4,3,5,4
104607943,Completed,US,NY,1,3,1,5,4,3,"MOUNTAIN HOME, Arkansas (72653)",5,"LISMAN, Alabama (36912)",4,2,9,1,1,2,5,3,,,,,4,2,3,4,,,,,,1,1,3,1,4,2,2,4,3,1,3,3,1,1,4,3,4,5,3,3,5,5,4,3,5,5,5
104607987,Completed,PS,NBS,2,3,2,1,6,,"SEYMOUR, Indiana (47274)",4,"MONROE, Louisiana (71210)",2,3,59,1,2,2,1,2,10,manager,1,2,3,4,3,3,1,,,,,,2,2,1,4,3,3,2,1,4,3,1,1,2,5,3,4,2,2,5,4,3,3,2,4,3,5
104607991,Completed,US,NY,2,5,2,5,4,3,"LISMAN, Alabama (36912)",4,"ETHRIDGE, Tennessee (38456)",1,3,9,1,3,5,5,2,,,,,3,6,3,3,,,,,,1,1,1,4,2,3,4,1,2,3,5,3,3,1,5,4,4,5,3,4,4,5,5,3,5,3,3
104607992,Completed,US,NY,2,7,4,1,5,1,"EATON, Ohio (45320)",3,"ASHLAND, Alabama (36251)",1,1,12,1,1,2,3,1,,,,,4,3,3,3,,,,,,1,1,2,3,1,4,3,1,4,2,4,1,1,1,3,4,4,3,5,4,5,5,4,3,3,3,3
104607994,Completed,US,NY,1,6,6,6,2,5,"LISMAN, Alabama (36912)",3,"EATON, Ohio (45320)",5,3,30,1,1,2,5,4,,,,,5,5,3,3,,1,,,,,1,2,1,3,4,1,4,2,3,4,3,3,1,5,4,3,3,3,5,5,5,4,4,3,5,3
104607995,Completed,US,NY,2,2,3,3,8,3,"FRANKLIN, Virginia (23851)",1,"MOUNTAIN HOME, Arkansas (72653)",3,4,13,1,1,1,2,4,,,,,4,4,3,5,,1,,,,,1,2,1,3,4,4,3,2,1,5,3,3,1,3,4,5,4,4,5,5,5,3,4,3,3,3
104607996,Completed,US,NJ,1,3,4,2,1,2,"LISMAN, Alabama (36912)",7,"FRANKLIN, Virginia (23851)",2,3,14,1,1,2,2,3,13,Web Developer,4,2,,,,,,,,,,,1,3,4,1,2,4,2,1,3,4,3,1,1,5,3,3,5,3,3,3,3,5,5,3,4,4
104607999,Completed,US,NY,1,1,6,1,5,2,"KENNEDY, Alabama (35574)",4,"RAINELLE, West Virginia (25962)",3,5,14,1,1,3,4,3,,,,,4,6,3,5,,,,,1,,1,2,3,1,4,2,4,1,3,4,3,2,1,4,5,3,4,5,4,5,3,5,5,3,5,4
104608003,Completed,US,NY,2,1,5,4,7,1,"FRANKLIN, Virginia (23851)",6,"ETHRIDGE, Tennessee (38456)",1,3,22,1,2,1,5,3,,,,,4,5,3,5,,,,,,1,1,2,1,4,3,4,1,3,2,4,1,2,1,5,5,5,3,5,3,3,5,3,5,3,5,4
104608005,Completed,US,NY,2,6,5,8,8,3,"FRANKLIN, Virginia (23851)",6,"FRANKLIN, Virginia (23851)",5,4,30,1,1,2,2,2,,,,,3,2,3,5,,,,,1,,1,4,3,1,2,1,3,4,2,3,2,3,1,3,3,5,3,3,3,3,3,3,5,4,5,3
104608009,Completed,US,NY,2,1,5,2,3,6,"YORK, Alabama (36925)",1,"RAINELLE, West Virginia (25962)",1,4,8,1,3,2,4,2,,,,,5,1,3,5,,,1,,,,1,3,4,2,1,1,4,2,3,5,1,2,1,5,5,4,5,4,4,3,3,5,4,5,3,4
104608011,Completed,GB,ESX,2,2,2,2,8,1,"WEST PALM BEACH, Florida (33401)",5,"SAINT LOUIS, Missouri (63132)",2,4,34,2,2,2,2,1,11,sales,1,3,2,4,1,3,,,1,,,,3,4,2,1,3,2,1,3,4,2,3,2,1,5,3,4,2,3,4,3,3,4,2,3,5,4
104608012,Completed,US,NJ,2,3,6,4,2,6,"MOUNTAIN HOME, Arkansas (72653)",1,"YORK, Alabama (36925)",5,4,11,1,2,1,1,3,,,,,4,6,3,3,,,1,,,,1,1,3,2,4,4,2,3,1,3,1,1,1,3,3,5,4,3,4,3,4,3,5,5,4,3
104608015,Completed,US,NY,1,6,2,2,6,3,"YORK, Alabama (36925)",6,"EATON, Ohio (45320)",1,3,13,1,1,3,4,3,20,Writer/Journalist,4,2,3,4,3,3,1,,,,,,1,3,2,4,1,2,1,3,4,3,1,2,1,4,3,5,5,4,4,5,3,5,4,4,3,5
104608019,Completed,US,NY,1,2,5,2,4,3,"ASHLAND, Alabama (36251)",3,"KENNEDY, Alabama (35574)",2,3,15,1,1,2,5,4,,,,,3,1,3,4,,,,,1,,1,3,1,4,2,1,4,3,2,3,2,3,1,5,5,4,3,4,5,3,4,5,4,5,4,5
104608020,Completed,US,NY,1,5,5,1,1,4,"FRANKLIN, Virginia (23851)",7,"WEAVER, Alabama (36277)",4,4,22,1,2,4,5,4,10,Writer/Journalist,2,2,,,,,,,,,,,1,3,4,2,1,4,3,1,2,4,2,3,1,3,4,3,3,5,4,5,3,4,5,4,3,4
104608022,Completed,US,NY,2,1,4,1,6,4,"EATON, Ohio (45320)",4,"LISMAN, Alabama (36912)",5,4,15,1,3,4,1,1,13,Web Developer,3,2,,,,,,,,,,,1,1,2,4,3,2,3,4,1,5,3,2,1,3,5,4,3,4,5,3,3,3,5,5,5,3
104608023,Completed,US,NY,2,6,1,6,1,3,"LISMAN, Alabama (36912)",1,"KENNEDY, Alabama (35574)",1,1,10,1,1,5,3,1,15,Engineer,1,2,,,,,,,,,,,1,1,4,2,3,1,2,4,3,3,1,2,1,3,3,4,4,4,5,4,5,5,4,4,3,4
104608072,Completed,US,NC,2,3,2,2,3,4,"ROANOKE, Illinois (61561)",3,"ROANOKE, Illinois (61561)",5,4,12,1,1,3,3,2,4,architect,2,3,2,4,3,5,1,,,,,,1,0,0,0,1,0,0,1,0,3,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5
104608087,Completed,US,UT,1,4,2,1,5,2,"NEW YORK, New York (10041)",2,"NEW YORK, New York (10041)",4,3,21,1,2,4,4,3,13,manager,3,3,4,2,2,5,1,,,,,,3,1,2,3,4,1,2,3,4,3,1,1,3,4,5,5,1,5,3,5,5,5,5,3,5,5
104608114,Completed,US,NY,1,3,5,6,5,5,"RAINELLE, West Virginia (25962)",6,"ASHLAND, Alabama (36251)",4,1,16,1,3,1,3,1,17,Physician/Doctor,2,2,3,1,3,4,,,1,,,,1,2,1,4,3,1,4,2,3,3,1,2,1,4,5,3,3,3,5,3,5,4,3,3,3,3
104608115,Completed,US,NY,1,6,4,1,8,6,"MOUNTAIN HOME, Arkansas (72653)",3,"LISMAN, Alabama (36912)",3,1,20,1,3,5,3,3,11,Graphic Designer,1,2,3,5,3,5,,,1,,,,1,2,3,4,1,4,3,1,2,5,1,3,1,5,3,3,5,4,4,5,5,4,3,4,5,4
104608116,Completed,US,CA,1,6,3,5,5,1,"LISMAN, Alabama (36912)",6,"RAINELLE, West Virginia (25962)",3,5,30,1,1,3,3,1,20,Police Officer,1,2,5,4,3,3,,1,,,,,1,4,1,3,2,4,2,1,3,3,3,1,1,3,3,4,3,3,3,4,4,5,5,3,3,4
104608118,Completed,US,NY,2,3,6,6,7,6,"RAINELLE, West Virginia (25962)",7,"LISMAN, Alabama (36912)",4,5,18,1,3,5,2,2,9,Real Estate Agent,4,2,5,5,3,3,,,,,1,,1,2,4,1,3,4,1,3,2,4,3,1,1,3,4,3,3,4,4,3,5,3,4,4,3,4
104608119,Completed,US,NY,2,3,6,3,1,6,"MOUNTAIN HOME, Arkansas (72653)",2,"MOUNTAIN HOME, Arkansas (72653)",2,4,18,1,2,5,4,3,1,Attorney,2,2,3,5,3,3,,1,,,,,1,3,1,2,4,2,4,3,1,5,2,2,1,4,5,4,3,4,3,4,5,5,4,3,5,3
104608120,Completed,US,NY,2,3,6,1,6,3,"ETHRIDGE, Tennessee (38456)",3,"WEAVER, Alabama (36277)",5,5,25,1,2,4,5,1,6,Teacher,4,2,3,3,3,4,,,,,,1,1,2,4,3,1,4,2,1,3,5,1,3,1,5,3,5,4,5,3,3,5,4,3,3,4,5
104608121,Completed,US,NY,2,1,4,3,8,6,"KENNEDY, Alabama (35574)",6,"EATON, Ohio (45320)",4,3,12,1,2,2,5,4,13,Graphic Designer,3,2,4,6,3,5,,,,1,,,1,1,3,4,2,3,4,1,2,3,3,1,1,5,5,3,4,5,3,4,4,5,5,3,3,3
104608122,Completed,US,NY,2,4,2,6,2,1,"ASHLAND, Alabama (36251)",4,"EATON, Ohio (45320)",2,3,15,1,3,1,5,3,1,Chef,4,2,4,4,3,4,,1,,,,,1,2,1,3,4,2,1,3,4,3,2,1,1,4,4,3,3,3,5,4,5,3,3,3,5,5
104608123,Completed,US,NY,2,7,3,4,5,5,"MOUNTAIN HOME, Arkansas (72653)",3,"ETHRIDGE, Tennessee (38456)",5,1,14,1,2,4,2,2,17,Electrician,1,2,3,5,3,3,,,,1,,,1,4,1,2,3,3,4,1,2,3,3,3,1,5,3,5,3,4,3,5,3,5,5,3,4,4
104608124,Completed,US,NY,1,3,4,3,7,6,"MOUNTAIN HOME, Arkansas (72653)",4,"WEAVER, Alabama (36277)",3,3,15,1,3,1,5,4,11,Architect,2,2,5,3,3,3,,,,1,,,1,1,2,3,4,3,4,1,2,3,3,3,1,3,4,4,4,4,5,3,5,3,5,5,4,3
104608125,Completed,US,NY,2,1,3,8,8,3,"KENNEDY, Alabama (35574)",4,"YORK, Alabama (36925)",4,1,19,1,2,1,5,3,8,Teacher,3,2,3,2,3,4,,,,1,,,1,4,1,3,2,2,4,3,1,4,1,1,1,5,4,5,3,4,4,3,3,4,5,5,5,5
104608126,Completed,US,NY,1,4,3,5,5,5,"KENNEDY, Alabama (35574)",3,"KENNEDY, Alabama (35574)",3,2,8,1,2,1,4,1,19,Marketing Manager,1,2,5,1,3,5,,,,,,1,1,1,3,2,4,2,3,1,4,4,2,1,1,4,5,4,5,5,4,5,5,3,5,5,5,4
104608127,Completed,US,,2,2,2,6,6,5,"YORK, Alabama (36925)",1,"ASHLAND, Alabama (36251)",2,4,18,1,3,1,5,2,8,Teacher,3,2,3,5,3,4,,1,,,,,1,2,1,4,3,1,3,4,2,4,1,3,1,3,4,3,5,4,5,5,4,5,5,4,4,4
104608128,Completed,US,NY,2,6,2,6,5,2,"MOUNTAIN HOME, Arkansas (72653)",2,"ASHLAND, Alabama (36251)",3,2,10,1,2,1,5,2,1,Sales Representative,1,2,5,2,3,5,,,,,1,,1,2,3,1,4,4,2,3,1,4,2,2,1,3,5,5,5,3,3,4,5,5,5,3,4,5
104608129,Completed,US,NY,1,1,5,6,2,5,"LISMAN, Alabama (36912)",1,"EATON, Ohio (45320)",3,2,16,1,1,5,1,1,11,Nurse,2,2,3,4,3,4,1,,,,,,1,2,3,4,1,2,4,3,1,5,2,3,1,5,3,4,4,4,3,5,4,3,3,3,4,3
104608130,Completed,US,NJ,1,5,1,5,6,5,"ASHLAND, Alabama (36251)",4,"RAINELLE, West Virginia (25962)",1,2,13,1,2,2,3,3,14,Nurse,2,2,3,5,3,4,,,,,1,,1,2,1,4,3,4,2,3,1,4,3,2,1,3,4,5,3,4,3,4,3,5,5,4,3,3
104608131,Completed,US,NY,1,6,5,3,4,3,"FRANKLIN, Virginia (23851)",2,"LISMAN, Alabama (36912)",4,5,18,1,1,2,2,3,7,Dentist,3,2,5,2,3,5,,,,1,,,1,4,1,2,3,3,1,2,4,5,2,3,1,4,5,5,5,3,5,3,4,4,3,5,4,4
104608187,Completed,US,NY,1,2,2,4,6,1,"FRANKLIN, Virginia (23851)",5,"YORK, Alabama (36925)",3,3,18,1,1,4,1,2,,,,,5,3,3,4,,,1,,,,1,2,1,4,3,1,4,3,2,4,2,2,1,4,4,4,5,4,4,3,3,3,3,4,3,4
104608299,Completed,US,NJ,2,1,2,3,3,1,"ETHRIDGE, Tennessee (38456)",6,"ASHLAND, Alabama (36251)",3,5,19,1,2,2,1,3,8,Marketing Manager,4,2,3,2,3,5,,,1,,,,1,4,2,1,3,2,4,1,3,5,1,1,1,3,3,5,5,3,4,4,3,3,4,3,3,3
104608300,Completed,US,NY,2,6,2,5,8,1,"EATON, Ohio (45320)",2,"EATON, Ohio (45320)",1,5,16,1,3,4,3,1,4,Police Officer,2,2,4,2,3,4,,,1,,,,1,1,3,2,4,2,1,3,4,3,3,3,1,3,4,4,5,5,5,4,5,5,4,4,5,4
104608301,Completed,US,NY,1,5,3,7,5,5,"ETHRIDGE, Tennessee (38456)",3,"MOUNTAIN HOME, Arkansas (72653)",3,4,12,1,3,5,3,1,5,Human Resources Manager,3,2,5,4,3,5,,,1,,,,1,2,4,3,1,1,2,4,3,3,3,1,1,3,4,5,5,5,4,5,3,3,3,4,5,5
104608302,Completed,US,NY,1,2,2,8,8,4,"RAINELLE, West Virginia (25962)",1,"RAINELLE, West Virginia (25962)",5,2,30,1,1,2,5,1,6,Real Estate Agent,4,2,5,4,3,4,,,1,,,,1,2,1,3,4,4,1,2,3,4,3,3,1,3,5,5,3,3,4,4,4,3,5,5,5,4
104608303,Completed,US,NJ,2,6,2,5,8,4,"EATON, Ohio (45320)",7,"WEAVER, Alabama (36277)",5,3,18,1,3,3,1,4,14,Electrician,3,2,5,5,3,3,,,,,1,,1,4,2,3,1,4,3,2,1,4,3,2,1,5,4,3,4,3,3,3,5,3,4,5,5,3
104608304,Completed,US,NY,1,6,5,7,3,1,"YORK, Alabama (36925)",7,"WEAVER, Alabama (36277)",5,2,16,1,2,1,5,2,19,Graphic Designer,4,2,,,,,,,,,,,1,2,4,1,3,2,1,3,4,3,1,2,1,5,5,5,3,3,4,5,5,3,5,3,4,4
